,CIN,Name,Industry,Sector,Headquarters,Founded,Notes,link,Type,Industry.1,Founded.1,Headquarters.1,Key people,Services,Revenue,Operating income,Net income,Total assets,Total equity,Website,Number of employees,Traded as,Parent,Products,Area served,Founder,Owner,Subsidiaries,ISIN,Year,Revenue.1,CIN.1,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,Authorised Capital,Paid up capital,Date of Last Annual General Meeting,Date of Latest Balance Sheet,Description
408,U00304KA1984PLC006019,SmithKine pharmaceuticals,,,,1830,,"https://en.wikipedia.org/wiki/Smith,_Kline_%26_French",,Pharmaceutical,,,,,,,,,,,,,,,,John K. Smith,,,,1924.0,,U00304KA1984PLC006019,SMITHKLINE BEECHAM PHARMACEUTICALS LIMIT ED,Amalgamated,RoC-Bangalore,6019.0,Company limited by Shares,Non-govt company,Public,11 April 1984,"37 years, 11 month, 27 days",,-,"₹300,000,000",₹0,,,"Smithkline Beecham Pharmaceuticals Limit Ed is a Public incorporated on 11 April 1984. It is classified as Non-govt company and is registered at Registrar of Companies, Bangalore. Its authorized share capital is Rs. 300,000,000 and its paid up capital is Rs. 0.

Smithkline Beecham Pharmaceuticals Limit Ed's Annual General Meeting (AGM) was last held on N/A and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on N/A.

Smithkline Beecham Pharmaceuticals Limit Ed's Corporate Identification Number is (CIN) U00304KA1984PLC006019 and its registration number is 6019.Its Email address is and its registered address is 71,CUNNINGHAM ROAD,BANGALORE-560 052. BANGALORE-560 052. KA 000000 IN , - , .

Current status of Smithkline Beecham Pharmaceuticals Limit Ed is - Amalgamated.

"
409,L15492WB1924GOI004835,Balmer Lawrie and Co.,,,,"(1867; 155 years ago) in Calcutta, British India",,https://en.wikipedia.org/wiki/Balmer_Lawrie,Statutory Corporation,,,"Kolkata, India",,,,,,,,www.balmerlawrie.com,,"BSE: 523319
NSE: BALMLAWRIE","Ministry of Petroleum and Natural Gas, Government of India",,,,Government of India,,,1924.0,,L15492WB1924GOI004835,BALMER LAWRIE AND COMPANY LIMITED,Active,RoC-Kolkata,4835.0,Company limited by Shares,Union Govt company,Public,18 February 1924,"98 years, 1 month, 19 days",Manufacture of other food products,-,"₹3,000,000,000","₹1,710,038,400",28 September 2021,31 March 2021,"Balmer Lawrie And Company Limited is a Public incorporated on 18 February 1924. It is classified as Union Govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 3,000,000,000 and its paid up capital is Rs. 1,710,038,400. It is inolved in Manufacture of other food products

Balmer Lawrie And Company Limited's Annual General Meeting (AGM) was last held on 28 September 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Balmer Lawrie And Company Limited are Perin Devi Rao, Sandip Das, Kushagra Mittal, Rajeev Kumar, Arun Kumar, Adika Ratna Sekhar, .

Balmer Lawrie And Company Limited's Corporate Identification Number is (CIN) L15492WB1924GOI004835 and its registration number is 4835.Its Email address is bhavsar.k@balmerlawrie.com and its registered address is 21, NETAJI SUBHAS ROAD, KOLKATA WB 700001 IN , - , .

Current status of Balmer Lawrie And Company Limited is - Active.

"
410,U24220MH1985PTC036437,Raymond Ltd,,,,"1925, Thane,Mumbai, India",,https://en.wikipedia.org/wiki/Raymond_Ltd,public company (BSE: 500330 NSE: RAYMOND),Textiles,,"Mumbai, Maharashtra[1]","Sanjay Behl (CEO)
Gautam Singhania, Chairman & Managing Director[2]",,,$ 797 million,$ 850 million,$ 500 million,$ 475 million,www.raymondindia.com/grp_ra.asp,,,Raymond Group,,,AJ Raymond,,,,1925.0,$ 800 million,U24220MH1985PTC036437,RAYMOND (INDIA) PAINT MANUFACTURING CO. PVT LTD,Active,RoC-Mumbai,36437.0,Company limited by Shares,Non-govt company,Private,01 June 1985,"36 years, 10 month, 7 days",Manufacture of other chemical products,-,"₹1,000,000",₹0,,,"Raymond (india) Paint Manufacturing Co. Pvt Ltd is a Private incorporated on 01 June 1985. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 1,000,000 and its paid up capital is Rs. 0. It is inolved in Manufacture of other chemical products

Raymond (india) Paint Manufacturing Co. Pvt Ltd's Annual General Meeting (AGM) was last held on N/A and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on N/A.

Raymond (india) Paint Manufacturing Co. Pvt Ltd's Corporate Identification Number is (CIN) U24220MH1985PTC036437 and its registration number is 36437.Its Email address is and its registered address is 19-A, GAJANAN, SMRITI BLDG.,1ST ROAD NEAR NATRAJ TALKIES, , CHEMBER BOMBAY-71. MUMBAI MH 000000 IN , - , .

Current status of Raymond (india) Paint Manufacturing Co. Pvt Ltd is - Active.

"
411,L65191KL1927PLC000307,Dhanlaxmi Bank,,,,14 November 1927; 94 years ago,,https://en.wikipedia.org/wiki/Dhanlaxmi_Bank,Public,"Banking
Financial services",,"Thrissur, Kerala, India","J. K. Shivan
(CEO & MD)

()",,,,₹37.19 crore (US$4.9 million) (2021)[1],"₹13,096 crore (US$1.7 billion) ( 2021)[1]",,www.dhanbank.com,"1,656 (March 2021)[1]","BSE: 532180
NSE: DHANBANK",,"Credit cards
Consumer banking
Corporate banking
Finance and Insurance
Mortgage loans
Private banking
Wealth management
Investment banking",,,,,,1927.0,"₹1,072 crore (US$140 million) (2021)[1]",L65191KL1927PLC000307,DHANLAXMI BANK LIMITED,Active,RoC-Ernakulam,307.0,Company limited by Shares,Non-govt company,Public,14 November 1927,"94 years, 4 month, 24 days",Monetary Intermediation [This group includes the obtaining of funds in the form of deposits],-,"₹4,000,000,000","₹2,530,120,960",30 September 2020,31 March 2020,"Dhanlaxmi Bank Limited is a Public incorporated on 14 November 1927. It is classified as Non-govt company and is registered at Registrar of Companies, Ernakulam. Its authorized share capital is Rs. 4,000,000,000 and its paid up capital is Rs. 2,530,120,960. It is inolved in Monetary Intermediation [This group includes the obtaining of funds in the form of deposits]

Dhanlaxmi Bank Limited's Annual General Meeting (AGM) was last held on 30 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Dhanlaxmi Bank Limited are Kuttannair Vijayakumarputhalath, Suseela Rayirath Menon, Dwijendra Kumar Kashyap, Subramonia Ganapathi Iyer, Jenemejayan Kamalam Shivan, Chittilangatkalam Gopinathan, .

Dhanlaxmi Bank Limited's Corporate Identification Number is (CIN) L65191KL1927PLC000307 and its registration number is 307.Its Email address is investors@dhanbank.co.in and its registered address is DHANALAKSHMI BANK BUILDINGNAICKANAL Naickanal TRICHUR KL 680001 IN , - , .

Current status of Dhanlaxmi Bank Limited is - Active.

"
412,L17119GJ1931PLC000093,Arvind (company),,,,1931,,https://en.wikipedia.org/wiki/Arvind_(company),"Public (NSE, BSE: 500101)",Conglomerate,,"Ahmedabad, India","Sanjay Lalbhai (Chairman and Managing Director), Punit Lalbhai (Executive Director), Kulin Lalbhai (Executive Director),",,,,₹318.85 crore (US$42 million) (2016),,,www.arvind.com,"25,620[2]",,Arvind Lalbhai Group,"Denim, knits, woven, engineering, retail, telecom, advanced material, agribusiness, real estate, the Arvind Store",,,,,,1931.0,"₹5,407.26 crore (US$710 million) (2016)[1]",L17119GJ1931PLC000093,ARVIND LIMITED,Active,RoC-Ahmedabad,93.0,Company limited by Shares,Non-govt company,Public,01 June 1931,"90 years, 10 month, 7 days","Spinning, weaving and finishing of textiles.",-,"₹6,744,999,900","₹2,605,858,300",18 August 2021,31 March 2021,"Arvind Limited is a Public incorporated on 01 June 1931. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 6,744,999,900 and its paid up capital is Rs. 2,605,858,300. It is inolved in Spinning, weaving and finishing of textiles.

Arvind Limited's Annual General Meeting (AGM) was last held on 18 August 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Arvind Limited are Bakul Harshadrai Dholakia, Sanjaybhai Shrenikbhai Lalbhai, Renuka Ramnath, Nilesh Dhirajlal Shah, Jayesh Kantilal Shah, Dileep Chinubhai Choksi, Arpit Kantilal Patel, Kulin Sanjay Lalbhai, Punit Sanjay Lalbhai, .

Arvind Limited's Corporate Identification Number is (CIN) L17119GJ1931PLC000093 and its registration number is 93.Its Email address is rv.bhimani@arvind.in and its registered address is NARODA ROAD AHMEDABAD GJ 380025 IN , - , .

Current status of Arvind Limited is - Active.

"
413,L19201WB1931PLC007261,Bata Shoes,,,,24 August 1894; 127 years ago in then Austria-Hungary (now the Czech Republic),,https://en.wikipedia.org/wiki/Bata_Shoes,Private,Shoemaking,,"Lausanne, Switzerland[1]","Graham Allan (Chairman)[2][3]
Sandeep Kataria (CEO)[4]",,,,,,,bata.com,,,,Footwear and accessories,Worldwide,Tomáš Baťa,Bata family,,,1931.0,,L19201WB1931PLC007261,BATA INDIA LTD,Active,RoC-Kolkata,7261.0,Company limited by Shares,Non-govt company,Public,23 December 1931,"90 years, 3 month, 16 days",Manufacture of footwear.,-,"₹700,000,000","₹642,637,700",12 August 2021,31 March 2021,"Bata India Ltd is a Public incorporated on 23 December 1931. It is classified as Non-govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 700,000,000 and its paid up capital is Rs. 642,637,700. It is inolved in Manufacture of footwear.

Bata India Ltd's Annual General Meeting (AGM) was last held on 12 August 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Bata India Ltd are Ashwani Windlass, Shaibal Sinha, Gunjan Dineshkumar Shah, Kanchan Chehal, Alberto Michele Maria Toni, Ravindra Dhariwal, Akshaykumar Narendrasinhji Chudasama, Vidhya Srinivasan, Rajappa Radha, Ashok Kumar Barat, .

Bata India Ltd's Corporate Identification Number is (CIN) L19201WB1931PLC007261 and its registration number is 7261.Its Email address is share.dept@bata.com and its registered address is 27B, Camac Street, 1st Floor Kolkata Kolkata WB 700016 IN , - , .

Current status of Bata India Ltd is - Active.

"
414,L15421MH1971PLC167716,Bajaj Hindusthan,,,,1931,,https://en.wikipedia.org/wiki/Bajaj_Hindusthan,Public company (BSE: 500032 NSE: BAJAJHIND),Sugar,,"Mumbai, Maharashtra, India","Kushagra Bajaj
(Chairman)
Alok Kumar Vaish
(Managing Director)
Sunil Kumar Ojha
(Chief Financial Officer) [1]",,,,,,,Official website,7000 (2021),,Bajaj Group,"Sugar, Power, Distillery and Sugar byproducts",Uttar Pradesh,Jamnalal Bajaj,,,,1931.0,₹135.75 billion (US$1.8 billion) (2021)[2],L15421MH1971PLC167716,BAJAJ HINDUSTHAN SUGAR AND INDUSTRIES LI MITED,Amalgamated,RoC-Mumbai,167716.0,Company limited by Shares,Non-govt company,Public,24 July 1971,"50 years, 8 month, 15 days",Manufacture of other food products,4228,"₹1,000,000,000","₹118,000,000",17 March 2010,30 September 2009,"Bajaj Hindusthan Sugar And Industries Li Mited is a Public incorporated on 24 July 1971. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 1,000,000,000 and its paid up capital is Rs. 118,000,000. It is inolved in Manufacture of other food products

Bajaj Hindusthan Sugar And Industries Li Mited's Annual General Meeting (AGM) was last held on 17 March 2010 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 30 September 2009.

Directors of Bajaj Hindusthan Sugar And Industries Li Mited are Kushagra Shishirkumar Bajaj, Gautam Rasiklal Ashra, Kannimangalam Subramaniam Vaidyanathan, Purshottam Dadheech, Pradeep Kumar Mittal, Pradeep Kumar Parakh, .

Bajaj Hindusthan Sugar And Industries Li Mited's Corporate Identification Number is (CIN) L15421MH1971PLC167716 and its registration number is 167716.Its Email address is chandreshc@bajajhindusthan.com and its registered address is Bajaj Bhawan, 2nd Floor, Jamnalal Bajaj Marg 226, Nariman Point, Mumbai Mumbai City MH 400021 IN , - , .

Current status of Bajaj Hindusthan Sugar And Industries Li Mited is - Amalgamated.

"
415,U65191KL1928PLC001157,Travancore Federal Bank,,,,"23 April 1931
(as Travancore Federal Bank) at Nedumpuram,Thiruvalla
2 December 1949; 72 years ago
(as Federal Bank)",,https://en.wikipedia.org/wiki/Federal_Bank,Public,"Banking
Financial services",,"Aluva, Kochi, Kerala, India","Shyam Srinivasan
(MD & CEO)",,,"₹3,204.70 crore (US$420 million) (2020)[2]","₹1,542.78 crore (US$200 million) (2020)[2]","₹201,367.39 crore (US$26 billion) (2021)[2]",,www.federalbank.co.in,"12,592 (2021)[2]","NSE: FEDERALBNK
BSE: 500469
LSE: FEDS",,"Retail Banking
Wholesale Banking
Finance and Insurance
Mortgage loans
Wealth management
Investment banking
Credit cards
Debit cards",,K. P. Hormis[1],,,,1931.0,"₹15,142.16 crore (US$2.0 billion) (2020)[2]",U65191KL1928PLC001157,TRAVANCORE GENERAL BANK LTD,Not available for efiling,RoC-Ernakulam,1157.0,Company limited by Shares,Non-govt company,Public,17 July 1928,"93 years, 8 month, 22 days",Monetary Intermediation [This group includes the obtaining of funds in the form of deposits],-,"₹200,000","₹105,059",,,"Travancore General Bank Ltd is a Public incorporated on 17 July 1928. It is classified as Non-govt company and is registered at Registrar of Companies, Ernakulam. Its authorized share capital is Rs. 200,000 and its paid up capital is Rs. 105,059. It is inolved in Monetary Intermediation [This group includes the obtaining of funds in the form of deposits]

Travancore General Bank Ltd's Annual General Meeting (AGM) was last held on N/A and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on N/A.

Travancore General Bank Ltd's Corporate Identification Number is (CIN) U65191KL1928PLC001157 and its registration number is 1157.Its Email address is and its registered address is KUTTUKURLYIL BUILDINGS,WARD NO.KI-A, M.C.ROAD,KOTTAYAM. KOTTAYAM Kollam KL 000000 IN , - , .

Current status of Travancore General Bank Ltd is - Not available for efiling.

"
416,L23423HR1933PLC000097,ISGEC,,,,1933 [1],,https://en.wikipedia.org/wiki/ISGEC,"Public
BSE: 533033",Heavy equipment,,"Noida, India","Aditya Puri, Managing Director [2]",,,,"₹5,477 crore (US$720 million)",,,www.isgec.com,4000,,Isgec Heavy Engineering Ltd.,"Process Equipment, EPC Projects, Boilers, Sugar Plants & Machinery, Mechanical & Hydraulic Presses, Steel & Iron Castings, Air Pollution Control Equipment and Contract Manufacturing.",,,,,,1933.0,,L23423HR1933PLC000097,ISGEC HEAVY ENGINEERING LIMITED,Active,RoC-Delhi,97.0,Company limited by Shares,Non-govt company,Public,23 January 1933,"89 years, 2 month, 16 days","MANUFACTURE OF COKE, REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL",-,"₹85,000,000","₹73,529,512",18 September 2020,31 March 2020,"Isgec Heavy Engineering Limited is a Public incorporated on 23 January 1933. It is classified as Non-govt company and is registered at Registrar of Companies, Delhi. Its authorized share capital is Rs. 85,000,000 and its paid up capital is Rs. 73,529,512. It is inolved in MANUFACTURE OF COKE, REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL

Isgec Heavy Engineering Limited's Annual General Meeting (AGM) was last held on 18 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Isgec Heavy Engineering Limited are Ranjit Puri, Nina Puri, Vishal Kirti Keshav Marwaha, Shivani Hazari, Aditya Puri, Sidharth Prasad, Sanjay Gulati, .

Isgec Heavy Engineering Limited's Corporate Identification Number is (CIN) L23423HR1933PLC000097 and its registration number is 97.Its Email address is SKKHORANA@ISGEC.COM and its registered address is RADAUR ROADYAMUNA NAGAR HARYANA HR 135001 IN , - , .

Current status of Isgec Heavy Engineering Limited is - Active.

"
417,U15424PN1934PLC002169,Brihan Maharashtra Sugar Syndicate Ltd,,,,21 September 1934; 87 years ago,,https://en.wikipedia.org/wiki/Brihan_Maharashtra_Sugar_Syndicate_Ltd.,Limited,"Sugar, liquor, metal printing, ayurvedic products, health care products, real estate",,"Shaniwar Peth, Pune, Maharashtra, India",Ashutosh Agashe (managing director),,,,,,"INR ₹50,000,000 Authorised capital
INR ₹22,719,600 Share capital
 (2021)",,,,Brihans Group,,Maharashtra,Chandrashekhar Agashe,,,,1934.0,,U15424PN1934PLC002169,THE BRIHAN MAHARASHTRA SUGAR SYNDICATE LTD,Active,RoC-Pune,2169.0,Company limited by Shares,Non-govt company,Public,21 September 1934,"87 years, 6 month, 17 days",Manufacture of other food products,5637,"₹50,000,000","₹22,719,600",29 October 2020,31 March 2020,"The Brihan Maharashtra Sugar Syndicate Ltd is a Public incorporated on 21 September 1934. It is classified as Non-govt company and is registered at Registrar of Companies, Pune. Its authorized share capital is Rs. 50,000,000 and its paid up capital is Rs. 22,719,600. It is inolved in Manufacture of other food products

The Brihan Maharashtra Sugar Syndicate Ltd's Annual General Meeting (AGM) was last held on 29 October 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of The Brihan Maharashtra Sugar Syndicate Ltd are Arvind Keshav Mehendale, Ashutosh Dnyaneshwar Agashe, Ramakant Shamrao Pethkar, Subhash Gopal Dandawate, Rekha Dnyaneshwar Agashe, .

The Brihan Maharashtra Sugar Syndicate Ltd's Corporate Identification Number is (CIN) U15424PN1934PLC002169 and its registration number is 2169.Its Email address is thebmss@gmail.com and its registered address is 'CHANDRASHEKHAR', 242 SHANIWAR PETH, NEAR OMKARESHWAR MANDIR, NEXT TO VARTAK UDYAN, PUNE Pune MH 411030 IN , - , .

Current status of The Brihan Maharashtra Sugar Syndicate Ltd is - Active.

"
